osm_id,highway,addr:city,addr:country,addr:housenumber,addr:municipality,addr:postcode,addr:street,osak:identifier,branch,brand,brand:wikidata,brand:wikipedia,fvst:navnelbnr,name,opening_hours,payment:cash,payment:credit_cards,ref:DK:cvr,ref:DK:cvr:pnummer,shop,wheelchair,amenity,cuisine,note,phone,website,bench,bin,bus,lit,network,network:wikidata,public_transport,shelter,fvst:name,capacity,takeaway,fvst:fixme,alt_name,toilets:wheelchair,atm,operator,access:covid19,seasonal,entrance,description,email,second_hand,crossing,crossing:island,denomination,religion,wikidata,button_operated,traffic_signals:sound,traffic_signals:vibration,old_name,microbrewery,social_facility:for,delivery,internet_access,internet_access:fee,outdoor_seating,smoking,traffic_signals:direction,access,covered,fee,parking,supervised,craft,tactile_paving,direction,surface,traffic_calming,cyclestreet,cycleway,maxspeed,sidewalk,source:maxspeed,oneway,lane_markings,cycleway:both,building,building:levels,roof:levels,roof:shape,lanes,landuse,residential,height,wikipedia,tunnel,barrier,leisure,indoor,ref,route,type,from,to,via,route_master,duration,interval,interval:conditional,public_transport:version,WKT
"342047444",,"Aarhus C","DK","93","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac46-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201977 56.147211)"
"342047460",,"Aarhus C","DK","114","Aarhus","8000","Ole Rømers Gade","0a3f5096-ac54-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201997 56.147035)"
"442862712",,,,,,,,,"Jægergårdsgade","Netto","Q552652","da:Netto (supermarkedskæde)","46015","Netto","Mo-Su 08:00-22:00","yes","yes","35954716","1010523334","supermarket","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200897 56.1480344)"
"679682774",,,,,,,,,,,,,"44692","Pub'en",,,,,,,"limited","pub",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2007065 56.1480508)"
"679682775",,,,,,,,,,,,,"46904","Soya","12:00-23:00",,,,,,"no","restaurant","japanese food","OBS! This place supposedly serves japanese food, but only 1 thing on their menu is actually japanese. The rest is more likely of chinese descent and mixing several cultural things together.","+45 86184388","https://www.restaurantsoya.dk/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2005711 56.1480463)"
"681349330","bus_stop",,,,,,,,,,,,,"Jægergårdsgade/M. P. Bruuns Gade",,,,,,,,,,,,,"no","yes","yes","yes","Midttrafik","Q12327094","platform","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2035703 56.1479687)"
"681349353","bus_stop",,,,,,,,,,,,,"Jægergårdsgade/M. P. Bruuns Gade",,,,,,,,,,,,,"no","yes","yes","yes","Midttrafik","Q12327094","platform","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2034702 56.1479863)"
"738370301",,"Aarhus C","DK","60B","Aarhus","8000","Jægergårdsgade","0ea84e3c-5713-1cba-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2005009 56.147926)"
"738370304",,"Aarhus C","DK","65A","Aarhus","8000","Jægergårdsgade","58e3aaba-7004-67b0-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20084 56.148376)"
"738370305",,"Aarhus C","DK","66","Aarhus","8000","Jægergårdsgade","5ddb979d-ccf6-40d3-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20133 56.148026)"
"738370307",,"Aarhus C","DK","68","Aarhus","8000","Jægergårdsgade","5ddb979d-ccf7-40d3-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200939 56.147643)"
"738370315",,"Aarhus C","DK","69","Aarhus","8000","Jægergårdsgade","5ddb979d-ccf8-40d3-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201067 56.148248)"
"738370318",,"Aarhus C","DK","76A","Aarhus","8000","Jægergårdsgade","53279ace-cc02-1b90-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201712 56.148036)"
"738370324",,"Aarhus C","DK","88B","Aarhus","8000","Jægergårdsgade","0a3f5096-67f5-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202704 56.1479)"
"738370327",,"Aarhus C","DK","100A","Aarhus","8000","Jægergårdsgade","58e3aaba-7005-67b0-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203991 56.148256)"
"768578505",,"Aarhus C","DK","3A","Aarhus","8000","Montanagade","30131285-de02-3865-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20031 56.147654)"
"1116310128",,,,,,,,,,,,,"943408","Aarhus Vinhandel","Mo-Fr 10:00-18:00; Sa 10:00-14:00",,,"21499536","1025826597","alcohol",,,,,"86133131","http://aarhusvinhandel.dk/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2038207 56.1475456)"
"1116310132",,,,,,,,,,,,,"130762","Saichi Sushi","Mo-Th 12:00-21:00; Fr-Sa 12:00-23:00; Su 16:00-21:00",,,,,,"no","restaurant","sushi","kitchen close at 22:00 at the latest","+45 87800008","http://www.saichi.dk/index.php",,,,,,,,,"Saichi Sushi",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2021253 56.1482704)"
"1116310138",,,,,,,,,,,,,"774161","Stromboli","12:00-22:00",,,,,,"no","restaurant","italian",,"+45 86196777","http://www.stromboli.dk/",,,,,,,,,,"50","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2026993 56.148109)"
"1116310140",,,,,,,,,,,,,"130873","Emmerys","Mo-Fr 07:00-18:00; Sa-Su 07:00-17:00",,,"33388446",,"bakery",,,,,,"https://emmerys.dk/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2038671 56.147248)"
"1116310141",,,,,,,,,,,,,"131741","Nordisk Spisehus","Mo-Su 12:00-15:00, 17:30-22:00",,,,,,"limited","restaurant","nordic",,"+45 86177099","http://www.nordiskspisehus.dk/",,,,,,,,,,,,"wrong location in fvst",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2036766 56.1480576)"
"1116310142",,,,,,,,,,,,,"46932","Klassisk","12:15-16:00,17:30+; Su 10:00-14:00,17:30+",,,,,,"limited","restaurant","french",,"+45 86131221","http://www.klassiskbistro.dk/",,,,,,,,,"Klassisk/Jægergårdsgade",,,,"Klassisk 65 - Bistro & Vinbar","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2008592 56.1482256)"
"1116310144",,,,,,,,,,,,,"717608","Schweizerbageriet","Mo-Fr 06:30-18:00; Sa 06:30-17:00; Su 06:30-14:00",,,"38775588",,"bakery","yes",,,,"+4586123447","https://schweizerbageriet.dk/",,,,,,,,,"Schweizerbageriet ApS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2035468 56.1470976)"
"1116310145",,,,,,,,,,,,,,"Sparekassen Kronjylland",,,,,,,"yes","bank",,,,,,,,,,,,,,,,,,,"yes","Sparekassen Kronjylland",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2036676 56.1481822)"
"1334531371",,"Aarhus C","DK","13","Aarhus","8000","Brammersgade","4eca26b5-eed4-6765-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202831 56.147481)"
"1334531372",,"Aarhus C","DK","19A","Aarhus","8000","Bülowsgade","22729a66-9402-44d0-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202446 56.14753)"
"1334561740",,"Aarhus C","DK","100C","Aarhus","8000","Jægergårdsgade","5ddb979d-ccfa-40d3-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204139 56.148277)"
"1364324506",,,,,,,,,,,,,"988906","Atelier 33","Mo-Su 12:00-15:00, 17:30-21:00",,,,,,,"restaurant","french",,"+4586998899","https://atelier33.dk/",,,,,,,,,,,,"fvst:no_pos",,,,,"no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2036847 56.147971)"
"1364324507",,,,,,,,,,,,,,"Paradis",,,,,,,,"ice_cream",,,,,,,,,,,,,,,,,,,,,,"summer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203517 56.147337)"
"1602666766","traffic_signals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2034708 56.1482566)"
"1602666775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2039186 56.148394)"
"1637011470",,,,,,,,,,,,,,"Windsor",,,,,,"clothes","limited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2014486 56.1480682)"
"1637011471",,,,,,,,,,,,,,"Aarhus Tatoo Center",,,,,,"tattoo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202425 56.1482864)"
"2398243998",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2058804 56.1492858)"
"2974351658",,"Aarhus C","DK","14A","Aarhus","8000","Bülowsgade","bbc8fd92-9147-46f8-b1fa-a24a9b0bb9b6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201707 56.147626)"
"3364415361",,"Aarhus C","DK","59A","Aarhus","8000","Jægergårdsgade","23ce85aa-2b89-48ab-bd37-c748dc36f4a4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.200517 56.14836)"
"3364415363",,"Aarhus C","DK","59B","Aarhus","8000","Jægergårdsgade","0a3f5096-67d9-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2005389 56.148236)"
"3402663467",,,,,,,,,,,,,,"Birthe Glerup",,,,,,"hairdresser","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20073 56.14824)"
"3402665450",,,,,,,,,,,,,,"Headoffice",,,,,,"hairdresser","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20041 56.14803)"
"3402665548",,,,,,,,,,,,,,"Lagkagehuset","Mo-Fr 06:30-19:00; Sa-Su 06:30-18:00",,,,,"bakery","limited",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20323 56.14838)"
"3402666014",,,,,,,,,,,,,,"Jysk Skum",,,,,,,,"marketplace",,,,,,,,,,,,,,,,,,,,,,,,"Fabrics and house decoration",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20179 56.14827)"
"3402666029",,,,,,,,,,,,,,"Kayser renseri og systue",,,,,,"clothes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2024 56.1481)"
"3402666035",,,,,,,,,,,,,,"Danmission Genbrug","Mo-Fr 10:00-17:00; Sa 10:00-13:00",,,,,"charity",,,,,"+45 86 20 20 03","https://genbrug.danmission.dk/blog/butik/danmission-genbrug-aarhus/",,,,,,,,,,,,,,,,,,,,,"dgjaegergaardsgade@danmission.dk","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.20132 56.14802)"
"3578226544","crossing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"traffic_signals","yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.1967067 56.1480822)"
"3904833607",,,,,,,,,,,,,,"Aarhus Bykirke",,,,,,,,"place_of_worship",,,,"http://aarhusbykirke.dk/",,,,,,,,,,,,,,,,,,,,,,,,,"lutheran","christian","Q12300319",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2029077 56.1470885)"
"4114341317",,,,,,,,,,,,,"506896","Sct. Pauls Apotek","17:30-24:00; Su-Mo off; Fr-Sa 17:30-02:00",,,,,,,"fast_food","regional",,"+45 86120833","http://stpaulsapothek.dk/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.201741 56.14811)"
"4135733270",,"Aarhus C","DK","90A","Aarhus","8000","Jægergårdsgade","0000af2c-ae73-485e-8718-dcb918021a2a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202854 56.148114)"
"4277723847","crossing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"traffic_signals","no",,,,"no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2032796 56.1482452)"
"4286123308",,,,,,,,,,,,,"769038","The Burger Shack Jægergårdsgade",,,,,,,,"fast_food","burger",,,,,,,,,,,,,,,,"TBJ Aarhus",,,,,,,,,,,,,,,,,,"Tommi's Burger Joint",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2004117 56.1482139)"
"4289875083","crossing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"traffic_signals","no",,,,"no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2034499 56.1483592)"
"4289875084","crossing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"traffic_signals","no",,,,"no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2034898 56.1481647)"
"4289875085","crossing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"traffic_signals","no",,,,"no","no","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2036588 56.1482849)"
"4403383112",,,,,,,,,,,,,"577631","Mikkeller",,,,,,,,"bar",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2006518 56.1482558)"
"4418717790",,,,,,,,,,,,,"48664","ABCafé",,,,,,,,"social_facility",,,,"https://www.aarhus.dk/da/borger/Handicap-og-socialpsykiatri/Psykisk-saarbare-og-udsatte-voksne/Alkoholbehandling/ABCafe.aspx",,,,,,,,,,,,,,,,"Center for alkoholbehandling Århus",,,,,,,,,,,,,,,,,"alcoholics",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2012423 56.1480597)"
"4418879467",,,,,,,,,,,,,"662442","Letz Sushi","Mo-Th 12:00-21:00; Fr,Sa 12:00-21:00; Su 12:00-21:00",,,,,,,"restaurant","sushi",,"+45 86139990","https://www.letzsushi.dk/?portfolio=aarhus-m-p-bruunsgade-86-13-99-90",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2034783 56.1472401)"
"4517932584",,,,,,,,,,,,,,"Jægergårdsgade/M. P. Bruuns Gade",,,,,,,,,,,,,,,"yes",,"Midttrafik",,"stop_position",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2035289 56.1479758)"
"4636814423",,,,,,,,,,,,,"47601","Street Coffee","Mo-Fr 07:30-18:00; Sa 08:30-17:00; Su 09:30-17:00",,,,,,,"cafe","coffee",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"wlan","no","pedestrian_zone","outside",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2033068 56.1472176)"
"4731214328",,,,,,,,,,,,,"667045","Prezzemolo",,,,,,,,"fast_food",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202736 56.1482873)"
"4839953435",,,,,,,,,,,,,"553050","Restaurant Ombord",,,,,,,,"restaurant",,,,"https://restaurantombord.dk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2013937 56.1482358)"
"4927532626","traffic_signals",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"forward",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.196815 56.1480604)"
"5030711744",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"main",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2034144 56.1492168)"
"5032201365",,,,,,,,,,,,,,,,,,,,,,"bicycle_parking",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"yes","no","no","underground","no",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2034895 56.1488501)"
"5664873739",,"Aarhus C","DK","33","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e66-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.2037289 56.147989)"
"5664873740",,"Aarhus C","DK","51","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e7c-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203921 56.14703)"
"5664873741",,"Aarhus C","DK","54","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e7f-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203355 56.14727)"
"5664873779",,"Aarhus C","DK","90D","Aarhus","8000","Jægergårdsgade","0c7f7f0d-3bec-4bd7-abf4-6e693345eeb7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203327 56.148162)"
"5664899124",,"Aarhus C","DK","15","Aarhus","8000","Brammersgade","08ebea50-99d7-4141-8782-e80ddbb54086",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203307 56.147229)"
"5664899138",,"Aarhus C","DK","43","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e74-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203816 56.147561)"
"5664904034",,"Aarhus C","DK","23","Aarhus","8000","Brammersgade","0a3f5095-f2d2-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204367 56.1473)"
"5664904055",,"Aarhus C","DK","37","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e6b-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203758 56.147827)"
"5664904056",,"Aarhus C","DK","38B","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e6d-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203007 56.147947)"
"5664904057",,"Aarhus C","DK","40C","Aarhus","8000","M.P. Bruuns Gade","0a3f5096-8e70-32b8-e044-0003ba298018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.203006 56.14787)"
"5664910993",,"Aarhus C","DK","85B","Aarhus","8000","Jægergårdsgade","32cd7c76-2f3d-417b-ad7f-6d710db8c801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202718 56.14835)"
"5664913149",,"Aarhus C","DK","37A","Aarhus","8000","M.P. Bruuns Gade","734c006f-bf2d-17af-e044-00144f3ead67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.204106 56.147846)"
"5664914452",,"Aarhus C","DK","90B","Aarhus","8000","Jægergårdsgade","2cc4a062-57f3-43fc-ab32-b791960722dd",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202968 56.148126)"
"5664916658",,"Aarhus C","DK","85A","Aarhus","8000","Jægergårdsgade","8134d3dd-ee26-4fc7-a4d8-bc2b200f01e7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POINT (10.202749 56.148332)"
