X,Y,osm_id,name,barrier,highway,ref,address,is_in,place,man_made,other_tags
10.205578,56.142377,"5664929968",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""34B"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Hendrik Pontoppidans Gade"",""osak:identifier""=>""59aa8c94-1ff9-4b47-9b2e-23a32694b168"""
10.208704,56.1424,"5664933267",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""5A"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Sumatravej"",""osak:identifier""=>""6bf79978-81e2-4923-9808-c8f8d82993d1"""
10.20873,56.142441,"5664934160",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""5B"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Sumatravej"",""osak:identifier""=>""79f82e94-11b0-4724-96f3-0a5f7aa7b2a2"""
10.208468,56.142341,"5664948558",,,,,,,,,"""addr:city""=>""Aarhus C"",""addr:country""=>""DK"",""addr:housenumber""=>""5D"",""addr:municipality""=>""Aarhus"",""addr:postcode""=>""8000"",""addr:street""=>""Sumatravej"",""osak:identifier""=>""f495eb2d-2c2b-4a8a-9c13-f0ede316c60a"""
10.2080812,56.1428606,"7673919533",,chain,,,,,,,
10.2030555,56.1416287,"8150634640",,,crossing,,,,,,"""crossing""=>""unmarked"""
10.2077812,56.1429396,"8150639094",,,traffic_signals,,,,,,
10.2035046,56.1414983,"8150639098",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2034899,56.1416094,"8150639099",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2036609,56.1417816,"8150639100",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2034798,56.141686,"8150639109",,,crossing,,,,,,"""crossing""=>""traffic_signals"",""traffic_signals:sound""=>""no"""
10.2040332,56.1417744,"8150639139",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2040403,56.1417212,"8150639140",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2040582,56.1416198,"8150639141",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2038746,56.1414576,"8150639146",,,crossing,,,,,,"""crossing""=>""traffic_signals"""
10.2040766,56.1417286,"8150639152",,,traffic_signals,,,,,,
10.2053829,56.1419191,"8150658371",,,,,,,,,"""natural""=>""tree"""
10.2052487,56.141875,"8150658372",,,,,,,,,"""natural""=>""tree"""
10.2056202,56.1419146,"8150658373",,,,,,,,,"""natural""=>""tree"""
10.2060869,56.1422337,"8150658374",,,,,,,,,"""natural""=>""tree"""
10.2057195,56.1422471,"8150658375",,,,,,,,,"""natural""=>""tree"""
10.2063954,56.1425266,"8150658376",,,,,,,,,"""natural""=>""tree"""
10.2066891,56.1424974,"8150658377",,,,,,,,,"""natural""=>""tree"""
10.2072939,56.1427462,"8150658378",,,,,,,,,"""natural""=>""tree"""
10.2070566,56.1426581,"8150658379",,,,,,,,,"""natural""=>""tree"""
10.206846,56.1427343,"8150658380",,,,,,,,,"""natural""=>""tree"""
10.2073207,56.1429495,"8150658381",,,,,,,,,"""natural""=>""tree"""
10.2070693,56.1412594,"8150663243",,,give_way,,,,,,"""direction""=>""backward"""
10.2073395,56.1407677,"8150663248",,,,,,,,,"""natural""=>""tree"""
10.2073489,56.1408671,"8150663249",,,,,,,,,"""natural""=>""tree"""
10.2073811,56.1409523,"8150663250",,,,,,,,,"""natural""=>""tree"""
10.2074026,56.1410479,"8150663251",,,,,,,,,"""natural""=>""tree"""
10.207428,56.1411465,"8150663252",,,,,,,,,"""natural""=>""tree"""
10.2074602,56.141234,"8150663253",,,,,,,,,"""natural""=>""tree"""
10.2074951,56.1413707,"8150663254",,,,,,,,,"""natural""=>""tree"""
10.2079765,56.1427971,"8150663256",,,,,,,,,"""natural""=>""tree"""
10.2079417,56.1427253,"8150663257",,,,,,,,,"""natural""=>""tree"""
10.2078974,56.1426222,"8150663258",,,,,,,,,"""natural""=>""tree"""
10.2078733,56.1425512,"8150663259",,,,,,,,,"""natural""=>""tree"""
10.2078465,56.142478,"8150663260",,,,,,,,,"""natural""=>""tree"""
10.2078089,56.1424153,"8150663261",,,,,,,,,"""natural""=>""tree"""
10.2077794,56.1423323,"8150663262",,,,,,,,,"""natural""=>""tree"""
10.2077526,56.1422516,"8150663263",,,,,,,,,"""natural""=>""tree"""
10.2077244,56.142156,"8150663264",,,,,,,,,"""natural""=>""tree"""
10.2076909,56.1420603,"8150663265",,,,,,,,,"""natural""=>""tree"""
10.2076547,56.1419782,"8150663266",,,,,,,,,"""natural""=>""tree"""
10.2076292,56.1418997,"8150663267",,,,,,,,,"""natural""=>""tree"""
10.2076064,56.1418138,"8150663268",,,,,,,,,"""natural""=>""tree"""
10.2075756,56.1417211,"8150663269",,,,,,,,,"""natural""=>""tree"""
10.2075514,56.1416412,"8150663270",,,,,,,,,"""natural""=>""tree"""
10.2075286,56.1415463,"8150663271",,,,,,,,,"""natural""=>""tree"""
10.2071384,56.1417107,"8150663273",,,,,,,,,"""natural""=>""tree"""
10.2071625,56.1417876,"8150663274",,,,,,,,,"""natural""=>""tree"""
10.207184,56.1418646,"8150663275",,,,,,,,,"""natural""=>""tree"""
10.2072188,56.1419468,"8150663276",,,,,,,,,"""natural""=>""tree"""
10.2072389,56.1420215,"8150663277",,,,,,,,,"""natural""=>""tree"""
10.2071518,56.1413864,"8150663278",,,,,,,,,"""natural""=>""tree"""
10.207184,56.1415306,"8150663279",,,,,,,,,"""natural""=>""tree"""
10.2071612,56.1414484,"8150663280",,,,,,,,,"""natural""=>""tree"""
10.2070713,56.141077,"8150663281",,,,,,,,,"""natural""=>""tree"""
10.2070512,56.1409836,"8150663282",,,,,,,,,"""natural""=>""tree"""
10.2070311,56.1409142,"8150663283",,,,,,,,,"""natural""=>""tree"""
10.2070029,56.1407968,"8150663284",,,,,,,,,"""natural""=>""tree"""
10.2069841,56.140699,"8150663285",,,,,,,,,"""natural""=>""tree"""
10.2094937,56.142242,"8711896075",,cycle_barrier,,,,,,,
